회사명,업종 (대),업종 (소),순이익 21년 1Q,순이익 20년 4Q,순이익 20년 3Q,코드 번호
롯데하이마트,유통,유통,159 ,-667 ,408 ,A071840
주성엔지니어링,반도체 관련장비 및 부품,반도체장비,159 ,98 ,-127 ,A036930
원익QNC,반도체 관련장비 및 부품,반도체 부품,160 ,64 ,64 ,A074600
KSS해운,운송 및 물류,해상운송,160 ,-67 ,82 ,A044450
아세아,지주사,지주사,160 ,175 ,95 ,A002030
코스맥스,가정용품,화장품,161 ,-95 ,58 ,A192820
매일유업,식음료,식료품,161 ,130 ,114 ,A267980
오스템임플란트,의료기기 및 용품,의료용품,162 ,419 ,474 ,A048260
KEC,반도체 관련장비 및 부품,반도체 부품,162 ,-442 ,-9 ,A092220
PI첨단소재,IT 장비 및 소재,IT 소재 및 부품,163 ,106 ,117 ,A178920
롯데칠성,식음료,음료,163 ,-565 ,323 ,A005300
미원에스씨,IT 장비 및 소재,IT 소재 및 부품,166 ,36 ,81 ,A268280
NICE,지주사,지주사,166 ,-48 ,146 ,A034310
스카이라이프,미디어 및 엔터,미디어,167 ,68 ,112 ,A053210
슈피겐코리아,IT 장비 및 소재,스마트폰 부품,167 ,9 ,297 ,A192440
이오테크닉스,반도체 관련장비 및 부품,반도체장비,168 ,-126 ,127 ,A039030
OQP,자동차 및 관련부품,차량 내장재,169 ,"-1,151 ",286 ,A078590
한라,건설 및 건축자재,중견건설사,169 ,445 ,349 ,A014790
우리종금,금융,기타 금융,170 ,128 ,187 ,A010050
하이브,미디어 및 엔터,미디어,171 ,0 ,253 ,A352820
이수화학,화학,종합 화학,172 ,"-1,212 ",162 ,A005950
현대비앤지스틸,철강 및 비철강,스테인리스,173 ,92 ,82 ,A004560
금호건설,건설 및 건축자재,중견건설사,174 ,-1 ,44 ,A002990
KCC,건설 및 건축자재,페인트,175 ,"5,652 ",-956 ,A002380
서울반도체,전기 및 전자기기,LED,175 ,-43 ,107 ,A046890
넥센,지주사,지주사,175 ,3 ,26 ,A005720
안랩,IT서비스,소프트웨어,176 ,38 ,54 ,A053800
파트론,IT 장비 및 소재,스마트폰 부품,176 ,45 ,156 ,A091700
LS네트웍스,섬유 및 의류,의류,176 ,-312 ,40 ,A000680
서흥,제약 및 바이오,제약,177 ,94 ,123 ,A008490
솔브레인홀딩스,반도체 관련장비 및 부품,반도체 부품,179 ,286 ,"13,142 ",A036830
SK증권,금융,증권,179 ,68 ,105 ,A001510
에프에스티,반도체 관련장비 및 부품,반도체 부품,181 ,13 ,43 ,A036810
한진중공업홀딩스,지주사,지주사,182 ,-53 ,-67 ,A003480
삼보판지,종이 및 용기,용기 및 포장재,184 ,119 ,70 ,A023600
휴젤,의료기기 및 용품,의료용품,186 ,118 ,98 ,A145020
한세예스24홀딩스,지주사,지주사,188 ,332 ,164 ,A016450
솔본,지주사,지주사,189 ,17 ,-5 ,A035610
한미약품,제약 및 바이오,제약,190 ,278 ,-308 ,A128940
티씨케이,반도체 관련장비 및 부품,반도체 부품,190 ,146 ,158 ,A064760
지누스,가정용품,가구,191 ,-93 ,197 ,A013890
넥센타이어,자동차 및 관련부품,타이어,191 ,-56 ,-120 ,A002350
신대양제지,종이 및 용기,종이,191 ,39 ,79 ,A016590
NHN,미디어 및 엔터,게임,194 ,-387 ,297 ,A181710
대상홀딩스,지주사,지주사,195 ,-24 ,297 ,A084690
한샘,가정용품,가구,196 ,203 ,190 ,A009240
드림텍,IT 장비 및 소재,스마트폰 부품,196 ,121 ,127 ,A192650
유진기업,건설 및 건축자재,시멘트 및 레미콘,196 ,-166 ,142 ,A023410
쌍용C&E,건설 및 건축자재,시멘트 및 레미콘,197 ,422 ,229 ,A003410
보령제약,제약 및 바이오,제약,198 ,45 ,76 ,A003850
엠피대산,식음료,식료품,198 ,-73 ,-47 ,A065150
LIG넥스원,기계,방위산업,199 ,114 ,132 ,A079550
국도화학,화학,합성수지,199 ,54 ,74 ,A007690
오리온홀딩스,지주사,지주사,201 ,141 ,228 ,A001800
경농,화학,비료 및 농약,201 ,-40 ,-48 ,A002100
계룡건설,건설 및 건축자재,중견건설사,203 ,227 ,334 ,A013580
한미반도체,반도체 관련장비 및 부품,반도체장비,204 ,100 ,183 ,A042700
네오위즈,미디어 및 엔터,게임,204 ,182 ,140 ,A095660
다날,IT서비스,전자결제,204 ,72 ,21 ,A064260
데브시스터즈,미디어 및 엔터,게임,205 ,-69 ,3 ,A194480
유한양행,제약 및 바이오,제약,206 ,127 ,304 ,A000100
디티알오토모티브,자동차 및 관련부품,타이어,206 ,79 ,166 ,A007340
펄어비스,미디어 및 엔터,게임,207 ,11 ,278 ,A263750
대한제강,철강 및 비철강,제강,207 ,-205 ,456 ,A084010
카카오게임즈,IT서비스,소프트웨어,208 ,255 ,279 ,A293490
명신산업,자동차 및 관련부품,기타 자동차부품,208 ,0 ,0 ,A009900
대동,기계,농업용기계,208 ,-122 ,38 ,A000490
동부건설,건설 및 건축자재,중견건설사,209 ,69 ,274 ,A005960
제넥신,제약 및 바이오,바이오,213 ,157 ,344 ,A095700
콜마비앤에이치,가정용품,화장품,214 ,163 ,182 ,A200130
피에스케이,반도체 관련장비 및 부품,반도체장비,215 ,-25 ,30 ,A319660
한세실업,섬유 및 의류,의류,216 ,99 ,422 ,A105630
골프존,레저산업,레저,219 ,57 ,118 ,A215000
삼양사,식음료,식료품,219 ,-57 ,237 ,A145990
한국토지신탁,일반서비스,부동산,219 ,182 ,270 ,A034830
부국증권,금융,증권,223 ,147 ,189 ,A001270
부산가스,유틸리티,도시가스,224 ,26 ,57 ,A015350
팜젠사이언스,제약 및 바이오,제약,224 ,63 ,25 ,A004720
성우하이텍,자동차 및 관련부품,차체부품,225 ,-42 ,-47 ,A015750
예스코홀딩스,지주사,지주사,225 ,-396 ,-414 ,A015360
휴켐스,화학,기타 화학,229 ,27 ,132 ,A069260
에이피티씨,반도체 관련장비 및 부품,반도체장비,229 ,106 ,22 ,A089970
위메이드,미디어 및 엔터,게임,232 ,-51 ,-85 ,A112040
신세계인터내셔날,섬유 및 의류,의류,234 ,248 ,52 ,A031430
한화시스템,기계,우주항공,238 ,396 ,313 ,A272210
세아제강지주,지주사,지주사,242 ,-43 ,102 ,A003030
동원개발,건설 및 건축자재,중견건설사,243 ,493 ,237 ,A013120
동진쎄미켐,디스플레이 장비 및 부품,디스플레이 부품,244 ,70 ,246 ,A005290
경동나비엔,기계,보일러,244 ,113 ,87 ,A009450
리노공업,반도체 관련장비 및 부품,반도체장비,245 ,72 ,146 ,A058470
한양증권,금융,증권,245 ,71 ,188 ,A001750
KCC글라스,건설 및 건축자재,창호,246 ,"1,090 ",102 ,A344820
BGF,지주사,지주사,248 ,15 ,174 ,A027410
동국제강,철강 및 비철강,제강,251 ,866 ,365 ,A001230
에스에프에이,디스플레이 장비 및 부품,디스플레이 장비,253 ,341 ,242 ,A056190
유진테크,반도체 관련장비 및 부품,반도체장비,253 ,-11 ,69 ,A084370
SBS,지주사,지주사,253 ,136 ,-640 ,A034120
한국자산신탁,일반서비스,부동산,253 ,331 ,351 ,A123890
원익IPS,반도체 관련장비 및 부품,반도체장비,256 ,-386 ,873 ,A240810
태영건설,건설 및 건축자재,중견건설사,267 ,-659 ,"5,375 ",A009410
원익홀딩스,지주사,지주사,267 ,-24 ,421 ,A030530
네오위즈홀딩스,지주사,지주사,269 ,100 ,194 ,A042420
애경유화,화학,기타 화학,272 ,83 ,147 ,A161000
씨에스윈드,에너지,풍력,277 ,-162 ,206 ,A112610
현대미포조선,조선,조선,277 ,-733 ,102 ,A010620
테스,반도체 관련장비 및 부품,반도체장비,279 ,50 ,60 ,A095610
KG동부제철,철강 및 비철강,강판,280 ,112 ,234 ,A016380
인탑스,IT 장비 및 소재,스마트폰 부품,280 ,197 ,111 ,A049070
한국단자,자동차 및 관련부품,전장부품,281 ,176 ,187 ,A025540
컴투스,미디어 및 엔터,게임,286 ,0 ,192 ,A078340
농심,식음료,식료품,290 ,341 ,295 ,A004370
하이트진로,식음료,음료,291 ,-139 ,323 ,A000080
SNT모티브,자동차 및 관련부품,기타 자동차부품,295 ,67 ,175 ,A064960
유진투자증권,금융,증권,298 ,171 ,127 ,A001200
현대그린푸드,식음료,식료품,299 ,-28 ,209 ,A005440
동원F&B,식음료,식료품,299 ,151 ,308 ,A049770
세종텔레콤,통신,통신서비스,299 ,249 ,130 ,A036630
현대위아,자동차 및 관련부품,엔진부품,309 ,-497 ,826 ,A011210
세방전지,자동차 및 관련부품,배터리,310 ,8 ,189 ,A004490
웹젠,미디어 및 엔터,게임,313 ,306 ,338 ,A069080
한라홀딩스,지주사,지주사,314 ,267 ,330 ,A060980
셀트리온헬스케어,제약 및 바이오,바이오,315 ,317 ,861 ,A091990
세진중공업,조선,조선기자재,315 ,-8 ,85 ,A075580
코오롱글로벌,건설 및 건축자재,중견건설사,322 ,92 ,300 ,A003070
제일기획,미디어 및 엔터,광고,325 ,581 ,419 ,A030000
아세아제지,종이 및 용기,종이,325 ,184 ,77 ,A002310
더블유게임즈,미디어 및 엔터,게임,326 ,283 ,325 ,A192080
한섬,섬유 및 의류,의류,326 ,312 ,197 ,A020000
고려제강,철강 및 비철강,선재(와이어),327 ,202 ,14 ,A002240
LX하우시스,건설 및 건축자재,창호,335 ,"-1,382 ",537 ,A108670
SK머티리얼즈,반도체 관련장비 및 부품,반도체 부품,347 ,322 ,313 ,A036490
동서,지주사,지주사,350 ,202 ,257 ,A026960
우리금융캐피탈,금융,기타 금융,350 ,-303 ,276 ,A033660
세아베스틸,철강 및 비철강,제강,351 ,"-2,489 ",-134 ,A001430
신영증권,금융,증권,353 ,653 ,421 ,A001720
GS리테일,유통,편의점,362 ,67 ,676 ,A007070
GS홈쇼핑,유통,홈쇼핑,369 ,388 ,325 ,A028150
유니드,화학,기타 화학,371 ,122 ,230 ,A014830
영원무역홀딩스,지주사,지주사,373 ,177 ,385 ,A009970
OCI,에너지,태양광,380 ,"-1,600 ",67 ,A010060
오뚜기,식음료,식료품,386 ,127 ,93 ,A007310
SKC,화학,합성수지,397 ,-417 ,26 ,A011790
코오롱,지주사,지주사,397 ,284 ,220 ,A002020
포스코케미칼,철강 및 비철강,광물,400 ,159 ,68 ,A003670
쿠쿠홈시스,가정용품,가전제품,401 ,127 ,184 ,A284740
롯데정밀화학,화학,합성수지,405 ,666 ,241 ,A004000
SK디스커버리,지주사,지주사,405 ,244 ,555 ,A006120
E1,석유 및 가스,가스판매,406 ,107 ,119 ,A017940
대상,식음료,식료품,407 ,-1 ,378 ,A001680
DB금융투자,금융,증권,408 ,441 ,289 ,A016610
쿠쿠홀딩스,가정용품,가전제품,410 ,196 ,276 ,A192400
한솔케미칼,IT 장비 및 소재,IT 소재 및 부품,412 ,189 ,396 ,A014680
현대차증권,금융,증권,412 ,-95 ,406 ,A001500
솔브레인,반도체 관련장비 및 부품,반도체 부품,414 ,263 ,370 ,A357780
KG케미칼,화학,비료 및 농약,414 ,139 ,-122 ,A001390
서희건설,건설 및 건축자재,중견건설사,416 ,340 ,340 ,A035890
인바이오젠,섬유 및 의류,신발,418 ,-322 ,-55 ,A101140
SK바이오사이언스,제약 및 바이오,바이오,419 ,91 ,322 ,A302440
에스원,IT서비스,보안서비스,419 ,274 ,318 ,A012750
효성화학,화학,기타 화학,419 ,-61 ,63 ,A298000
KG ETS,일반서비스,환경서비스,419 ,-835 ,-110 ,A151860
효성첨단소재,화학,기타 화학,423 ,218 ,73 ,A298050
HDC,지주사,지주사,424 ,446 ,-337 ,A012630
현대백화점,유통,백화점,434 ,172 ,284 ,A069960
한전KPS,유틸리티,전력,441 ,183 ,32 ,A051600
한국조선해양,조선,조선,447 ,"-8,805 ",-855 ,A009540
KTB투자증권,금융,증권,449 ,413 ,273 ,A030210
해성산업,일반서비스,부동산,449 ,-54 ,"3,486 ",A034810
동원산업,식음료,식료품,454 ,651 ,678 ,A006040
풍산,철강 및 비철강,구리,455 ,336 ,334 ,A103140
티케이케미칼,섬유 및 의류,섬유,467 ,137 ,23 ,A104480
DB하이텍,반도체 관련장비 및 부품,반도체 제조,478 ,136 ,470 ,A000990
한화투자증권,금융,증권,481 ,260 ,463 ,A003530
교보증권,금융,증권,482 ,294 ,333 ,A030610
현대건설기계,기계,기계,484 ,-237 ,29 ,A267270
현대홈쇼핑,유통,홈쇼핑,484 ,6 ,387 ,A057050
LS,전기 및 전자기기,케이블,488 ,551 ,478 ,A006260
이베스트투자증권,금융,증권,488 ,373 ,454 ,A078020
만도,자동차 및 관련부품,전장부품,491 ,729 ,369 ,A204320
영원무역,섬유 및 의류,의류,493 ,39 ,722 ,A111770
대한해운,운송 및 물류,해상운송,495 ,60 ,9 ,A005880
이화산업,섬유 및 의류,염료,496 ,-2 ,-18 ,A000760
SK케미칼,화학,종합 화학,497 ,-333 ,353 ,A285130
하림지주,지주사,지주사,503 ,160 ,95 ,A003380
코오롱인더,화학,종합 화학,504 ,131 ,106 ,A120110
LX세미콘,디스플레이 장비 및 부품,디스플레이 부품,508 ,160 ,370 ,A108320
SNT홀딩스,지주사,지주사,509 ,-2 ,90 ,A036530
코리안리,금융,재보험,520 ,120 ,194 ,A003690
CJ,지주사,지주사,522 ,"-1,564 ",632 ,A001040
에스엘,자동차 및 관련부품,기타 자동차부품,535 ,376 ,235 ,A005850
DL건설,건설 및 건축자재,중견건설사,542 ,158 ,436 ,A001880
SNT중공업,자동차 및 관련부품,변속기부품,545 ,17 ,-2 ,A003570
팬오션,운송 및 물류,해상운송,546 ,-137 ,421 ,A028670
메디톡스,의료기기 및 용품,의료용품,552 ,-177 ,0 ,A086900
한화손해보험,금융,손해보험,558 ,-161 ,169 ,A000370
SK가스,석유 및 가스,가스판매,563 ,68 ,716 ,A018670
넷마블,미디어 및 엔터,게임,564 ,"1,000 ",837 ,A251270
F&F홀딩스,지주사,지주사,565 ,492 ,85 ,A007700
다우데이타,IT서비스,소프트웨어,567 ,33 ,503 ,A032190
삼천리,유틸리티,도시가스,572 ,67 ,-98 ,A004690
영풍,철강 및 비철강,아연,574 ,-29 ,416 ,A000670
한온시스템,자동차 및 관련부품,공조부품,589 ,861 ,492 ,A018880
한국앤컴퍼니,자동차 및 관련부품,타이어,609 ,700 ,614 ,A000240
삼성바이오로직스,제약 및 바이오,바이오,610 ,962 ,561 ,A207940
LX인터내셔널,일반서비스,무역,611 ,109 ,249 ,A001120
롯데손해보험,금융,손해보험,628 ,-950 ,75 ,A000400
SK네트웍스,석유 및 가스,석유판매,638 ,-698 ,53 ,A001740
신세계,유통,면세점,700 ,122 ,-56 ,A004170
대한유화,화학,종합 화학,706 ,491 ,542 ,A006650
오리온,식음료,식료품,716 ,542 ,764 ,A271560
효성,지주사,지주사,717 ,260 ,-897 ,A004800
CJ ENM,미디어 및 엔터,미디어,736 ,-325 ,286 ,A035760
삼양홀딩스,지주사,지주사,750 ,386 ,260 ,A000070
엔씨소프트,미디어 및 엔터,게임,809 ,806 ,"1,532 ",A036570
태광산업,섬유 및 의류,섬유,832 ,-397 ,371 ,A003240
아모레G,지주사,지주사,846 ,-398 ,15 ,A002790
휠라홀딩스,섬유 및 의류,의류,850 ,59 ,596 ,A081660
한국전력,유틸리티,전력,857 ,"5,658 ","12,363 ",A015760
한화에어로스페이스,기계,방위산업,889 ,565 ,411 ,A012450
강남제비스코,건설 및 건축자재,페인트,897 ,96 ,49 ,A000860
우리기술투자,금융,기타 금융,910 ,168 ,119 ,A041190
이마트,유통,유통,912 ,"-1,159 ","1,131 ",A139480
HDC현대산업개발,건설 및 건축자재,대형건설사,916 ,891 ,-749 ,A294870
지역난방공사,유틸리티,전력,922 ,164 ,-226 ,A071320
포스코인터내셔널,일반서비스,무역,927 ,178 ,589 ,A047050
비덴트,전기 및 전자기기,전자기기,973 ,16 ,79 ,A121800
대신증권,금융,증권,974 ,566 ,722 ,A003540
롯데지주,지주사,지주사,988 ,"-2,340 ","1,431 ",A004990
두산중공업,기계,전력기자재,"1,051 ","-1,809 ","-1,486 ",A034020
동양생명,금융,생명보험,"1,065 ",207 ,225 ,A082640
삼성엔지니어링,건설 및 건축자재,대형건설사,"1,081 ",353 ,697 ,A028050
유안타증권,금융,증권,"1,110 ",430 ,378 ,A003470
다우기술,IT서비스,시스템서비스,"1,140 ",505 ,"1,226 ",A023590
두산밥캣,기계,기계,"1,154 ","1,038 ",694 ,A241560
DL이앤씨,건설 및 건축자재,대형건설사,"1,158 ",0 ,0 ,A375500
엑세스바이오,의료기기 및 용품,진단기기,"1,220 ",470 ,20 ,A950130
DGB금융지주,지주사,지주사,"1,235 ",560 ,912 ,A139130
코웨이,가정용품,가전제품,"1,258 ",675 ,"1,168 ",A021240
현대해상,금융,손해보험,"1,276 ",-80 ,"1,400 ",A001450
두산인프라코어,기계,중장비 및 관련품,"1,280 ",22 ,433 ,A042670
SK바이오팜,제약 및 바이오,바이오,"1,290 ",-581 ,-631 ,A326030
현대글로비스,운송 및 물류,육상운송,"1,296 ","1,684 ","1,622 ",A086280
메리츠화재,금융,손해보험,"1,315 ","1,110 ","1,108 ",A000060
JB금융지주,지주사,지주사,"1,323 ",654 ,"1,099 ",A175330
삼성SDI,IT 장비 및 소재,2차전지,"1,342 ","3,179 ","2,230 ",A006400
현대건설,건설 및 건축자재,대형건설사,"1,349 ","-1,134 ",557 ,A000720
아모레퍼시픽,가정용품,화장품,"1,352 ",-572 ,96 ,A090430
삼성카드,금융,기타 금융,"1,384 ",481 ,"1,281 ",A029780
효성티앤씨,화학,기타 화학,"1,402 ",884 ,415 ,A298020
대우건설,건설 및 건축자재,대형건설사,"1,479 ","1,130 ",564 ,A047040
현대중공업지주,지주사,지주사,"1,515 ","-3,696 ",25 ,A267250
HMM,운송 및 물류,해상운송,"1,541 ","1,368 ",246 ,A011200
GS건설,건설 및 건축자재,대형건설사,"1,541 ",62 ,968 ,A006360
삼성에스디에스,IT서비스,시스템서비스,"1,560 ","1,718 ","1,573 ",A018260
씨젠,의료기기 및 용품,진단기기,"1,646 ","1,865 ","1,515 ",A096530
CJ제일제당,식음료,식료품,"1,654 ",-98 ,"1,402 ",A097950
한국타이어앤테크놀로지,자동차 및 관련부품,타이어,"1,726 ","1,441 ","1,398 ",A161390
메리츠금융지주,지주사,지주사,"1,787 ","1,230 ","1,305 ",A138040
두산,지주사,지주사,"1,804 ","-2,142 ",-201 ,A000150
한진,운송 및 물류,육상운송,"1,918 ",-11 ,17 ,A002320
BNK금융지주,지주사,지주사,"1,927 ",719 ,"1,365 ",A138930
셀트리온,제약 및 바이오,바이오,"1,936 ",976 ,"1,707 ",A068270
LG유플러스,통신,통신서비스,"1,964 ","-2,222 ","3,969 ",A032640
메리츠증권,금융,증권,"2,094 ","1,423 ","1,607 ",A008560
고려아연,철강 및 비철강,아연,"2,096 ","1,520 ","1,680 ",A010130
현대제철,철강 및 비철강,제철,"2,099 ","-2,582 ",-453 ,A004020
DB손해보험,금융,손해보험,"2,179 ",602 ,"1,420 ",A005830
카카오,IT서비스,인터넷서비스,"2,245 ","-1,891 ","1,275 ",A035720
LG디스플레이,디스플레이 장비 및 부품,디스플레이 부품,"2,280 ","5,684 ",304 ,A034220
SK,지주사,지주사,"2,323 ","-1,414 ","5,080 ",A034730
삼성전기,IT 장비 및 소재,스마트폰 부품,"2,332 ","2,025 ","2,302 ",A009150
LG이노텍,IT 장비 및 소재,카메라모듈,"2,514 ","1,211 ",269 ,A011070
LG생활건강,가정용품,화장품,"2,550 ","1,399 ","2,272 ",A051900
NH투자증권,금융,증권,"2,575 ",756 ,"2,397 ",A005940
키움증권,금융,증권,"2,621 ","2,106 ","2,634 ",A039490
KT&G,식음료,식료품,"2,735 ","3,078 ","2,782 ",A033780
삼성증권,금융,증권,"2,890 ","1,269 ","2,337 ",A016360
미래에셋증권,금융,증권,"2,912 ","1,849 ","2,284 ",A006800
KT,통신,통신서비스,"3,026 ",691 ,"2,034 ",A030200
한화,지주사,지주사,"3,027 ","-2,002 ","1,631 ",A000880
한화생명,금융,생명보험,"3,115 ",-489 ,"1,254 ",A088350
DL,지주사,지주사,"3,181 ",-768 ,"2,037 ",A000210
S-OIL,석유 및 가스,정유,"3,447 ","1,211 ",303 ,A010950
한화솔루션,에너지,태양광,"3,864 ",-943 ,"1,906 ",A009830
한국금융지주,지주사,지주사,"4,018 ","3,428 ","2,486 ",A071050
에스디바이오센서,의료기기 및 용품,의료용품,"4,370 ",0 ,0 ,A137310
삼성화재,금융,손해보험,"4,376 ","1,031 ","1,979 ",A000810
금호석유,화학,합성고무,"4,755 ","2,094 ","1,462 ",A011780
롯데케미칼,화학,종합 화학,"5,063 ",753 ,"1,407 ",A011170
한국가스공사,유틸리티,도시가스,"5,130 ",770 ,"-2,817 ",A036460
GS,지주사,지주사,"5,498 ","-1,352 ","2,339 ",A078930
SK텔레콤,통신,통신서비스,"5,583 ","3,817 ","3,869 ",A017670
기업은행,금융,은행,"5,891 ","3,579 ","3,612 ",A024110
현대모비스,자동차 및 관련부품,기타 자동차부품,"5,998 ","5,568 ","3,897 ",A012330
우리금융지주,금융,은행,"6,671 ","1,665 ","4,802 ",A316140
하나금융지주,지주사,지주사,"8,357 ","5,328 ","7,584 ",A086790
삼성물산,지주사,지주사,"8,711 ","2,344 ","2,900 ",A028260
SK하이닉스,반도체 관련장비 및 부품,종합 반도체,"9,904 ","17,821 ","10,773 ",A000660
LG전자,전기 및 전자기기,전자기기,"9,983 ","2,603 ","6,261 ",A066570
POSCO,철강 및 비철강,제철,"10,247 ","7,010 ","4,655 ",A005490
기아,자동차 및 관련부품,완성차,"10,350 ","9,616 ","1,337 ",A000270
LG,지주사,지주사,"10,400 ",139 ,"7,424 ",A003550
삼성생명,금융,생명보험,"10,881 ","2,707 ","3,166 ",A032830
신한지주,지주사,지주사,"11,919 ","4,644 ","11,447 ",A055550
KB금융,금융,은행,"12,700 ","5,772 ","11,666 ",A105560
LG화학,화학,종합 화학,"13,067 ","-4,030 ","5,123 ",A051910
현대차,자동차 및 관련부품,완성차,"13,273 ","10,698 ","-3,361 ",A005380
삼성전자,반도체 관련장비 및 부품,종합 반도체,"70,928 ","64,455 ","92,668 ",A005930
NAVER,IT서비스,인터넷서비스,"153,105 ","4,246 ","2,455 ",A035420
